FID,FID_1,city,holc_grade,holc_id,name,geometry_k,uf_unique_,Shape__Are,Shape__Len,Shape__Area,Shape__Length
240,240,Los Angeles,C,C26, ,f3bc9d49f1cfe234,898,0.000180023,0.116140271,2696798.926,13911.25724
241,241,Los Angeles,A,A50, ,92f191c21d4aa735,885,2.38E-05,0.022397324,356187.9688,2756.456563
242,242,Los Angeles,C,C16, ,6efe3d7d92d83b42,7280,0.000395167,0.117889509,5917712.855,14105.89902
243,243,Los Angeles,B,B109, ,25c36454c29b8a9c,7156,0.000118951,0.04619226,1777469.254,5499.465288
244,244,Los Angeles,B,B19, ,cf6915e4bfd6cfec,7278,9.89E-05,0.058785669,1481635.996,7152.440581
245,245,Los Angeles,B,B36, ,91b95b2a57578884,7169,0.000237179,0.129917765,3549743.652,15819.0848
246,246,Los Angeles,D,D52, ,1aef9ef7b53ee729,7127,0.001198293,0.201410534,17913330.54,24585.47555
247,247,Los Angeles,D,D33, ,f8da457bc6376eda,7192,0.000259575,0.072718015,3883443.449,8852.846507
248,248,Los Angeles,D,D42, ,587e28c3b2360c3b,7098,7.70E-05,0.066060045,1150564.871,8420.821325
249,249,Los Angeles,B,B67, ,206fd4f6539ccf4c,7217,4.89E-05,0.031949424,731784.4023,3756.373833
250,250,Los Angeles,B,B83, ,d6dfaa767c0bc92d,7106,0.000238932,0.095038606,3570114,11198.60874
251,251,Los Angeles,A,A40, ,1b26595a1f3be882,7395,8.26E-05,0.044059521,1236353.512,5439.102958
252,252,Los Angeles,A,A16, ,84ce82353ae3a874,7376,0.00033269,0.188620223,4980119.258,22717.70304
253,253,Los Angeles,C,C161, ,90bae7ae5bc6f7ca,25,0.000130037,0.060734602,1939802.965,7489.557103
254,254,Los Angeles,B,B30, ,9abe9b9046884c08,7352,0.000219338,0.101375158,3285019.707,12602.80589
255,255,Los Angeles,A,A13, ,8c0b9b2b23df3cd2,903,2.18E-06,0.0092569,32673.78906,1218.8659
256,256,Los Angeles,C,C89, ,8e2b712a605cf8f8,7196,0.000661628,0.145233277,9900632.875,17844.05779
257,257,Los Angeles,A,A15, ,293528eb1e2e20a8,7342,0.000377495,0.164793871,5651530.188,19478.50284
258,258,Los Angeles,B,B78, ,e52f36926de8fabe,7374,0.000117131,0.051906391,1752537.93,6145.100957
259,259,Los Angeles,C,C153, ,1781c661ce9fa49,7068,0.000306885,0.130573557,4576984.273,16025.95957
260,260,Los Angeles,C,C88, ,7450e2e7423b5cf3,7151,9.39E-05,0.045157043,1405282.184,5691.148831
261,261,Los Angeles,C,C111, ,1050269132e21585,7146,0.000142915,0.05633529,2137162.652,6802.925661
262,262,Los Angeles,C,C44, ,7b5c061e9daa6b53,7340,0.000163416,0.082591886,2446299.02,9923.665927
263,263,Los Angeles,C,C115, ,8d0f51b1fa176a1,7141,0.00012193,0.057720609,1823780.262,6951.862412
264,264,Los Angeles,D,D71, ,5d8be2c1c550678c,7070,0.000454216,0.148556162,6772348.289,18588.72391
265,265,Los Angeles,B,B23, ,f1dd2894794e23a3,7318,0.000113901,0.095907431,1705389.656,11038.4389
266,266,Los Angeles,D,D6, ,52a43629c4dbc5cc,7313,0.000254422,0.130532923,3810423.727,16313.14432
267,267,Los Angeles,B,B110, ,1c4d2b893ced8389,7126,0.000130532,0.058880869,1950378.316,6929.84675
268,268,Los Angeles,C,C104, ,86ed7b5ad84fde40,7260,4.34E-05,0.029203241,647752.7695,3564.791422
269,269,Los Angeles,C,C107, ,f482d8836659c299,7095,0.000943947,0.157838834,14098253.18,19421.73057
270,270,Los Angeles,D,D51, ,cf57adc71a9fa400,7138,5.23E-05,0.034672906,782460,4294.684521
271,271,Los Angeles,D,D30, ,19db4ac2647c38ee,7153,0.000182759,0.066185982,2734627.113,8224.385188
272,272,Los Angeles,B,B68, ,de5120ee83159bbe,7407,4.86E-05,0.035594415,726921.6094,4303.270212
273,273,Los Angeles,B,B91, ,5438b1b0d62e5f6,7259,4.06E-05,0.026735674,606548.0039,3284.516981
274,274,Los Angeles,A,A6, ,f3f6b4ae4d14dc75,7317,8.01E-05,0.061448581,1199720.293,7189.094852
275,275,Los Angeles,B,B31, ,49a4eb33a831878c,7350,0.000247169,0.1507431,3701506.828,18071.70249
276,276,Los Angeles,D,D50, ,a32adc491b858892,7128,0.000270472,0.085516142,4044029.016,10282.71345
277,277,Los Angeles,B,B22, ,e576339655e2f78c,7275,0.000100933,0.081055328,1511680.703,9746.372955
278,278,Los Angeles,C,C73, ,4e390f2bbe304d6,7218,3.02E-05,0.032299995,451684.2422,3913.895965
279,279,Los Angeles,B,B40, ,193569291e52eab9,7327,0.000171047,0.090083527,2561437.535,10766.35019
280,280,Los Angeles,C,C106, ,8ff2755063e288e,7097,0.000154574,0.061752892,2309284.691,7918.068727
281,281,Los Angeles,C,C112, ,457cdf9e0c0e8929,7147,6.31E-05,0.032675982,944067.0625,4045.250679
282,282,Los Angeles,C,C86, ,9a771cfe88015fc3,7198,0.000130892,0.058145501,1958353.344,6791.116663
283,283,Los Angeles,A,A43, ,7406143853b95792,437,0.00015546,0.080029698,2326891.391,9221.216946
284,284,Los Angeles,A,A34, ,1bee6e2a4e213a5a,7210,5.53E-05,0.035254707,827228.3477,4393.037502
285,285,Los Angeles,C,C22, ,37fda40759f8cc3e,7184,0.000185345,0.112771642,2774268.051,13725.30789
286,286,Los Angeles,D,D69, ,6bbadb4f8c628004,7069,0.000520908,0.19007633,7762043.461,24202.91023
287,287,Los Angeles,B,B60, ,7acb854cf5d42e98,439,5.60E-05,0.032735307,837361.0391,3872.776702
288,288,Los Angeles,C,C156, ,989cf07db4aa562d,7080,0.000519308,0.159543384,7742096.383,18697.97077
289,289,Los Angeles,B,B118, ,9bb8d02ff7b1caec,7404,0.000249436,0.09457881,3717749.461,11104.9229
290,290,Los Angeles,C,C137, ,83f5bacab0ba87ac,7389,0.000159272,0.05829786,2378069.324,7094.832288
291,291,Los Angeles,C,C120, ,e4cb27bd82a7c220,7131,0.000146877,0.068872264,2196523.484,8388.05273
292,292,Los Angeles,C,C125, ,4f24fba72c6b2bfd,7117,0.000504316,0.109991783,7538517.098,13576.95409
293,293,Los Angeles,B,B107, ,6e6cf180219d5809,7387,5.29E-05,0.029886817,789835.8516,3650.62637
294,294,Los Angeles,C,C140, ,ea66f395bb4101c2,7120,0.002192109,0.35809028,32748937.13,43974.92725
295,295,Los Angeles,C,C99, ,e85464178483aca9,7115,0.000358114,0.090614625,5353030.457,11421.16868
296,296,Los Angeles,B,B87, ,acd0eb5f68f2031a,450,1.58E-05,0.016032962,236090.6328,1946.614347
297,297,Los Angeles,B,B122, ,b22e3317183a7262,7066,7.29E-05,0.048704049,1086388.574,6128.001364
298,298,Los Angeles,A,A5, ,28a2144661fb1c0c,7276,0.000113787,0.055168042,1704212.602,6569.716139
299,299,Los Angeles,C,C135, ,7f9c6bb6edae0780,7385,4.73E-05,0.038436527,706670.4492,4690.42839
300,300,Los Angeles,D,D8, ,7346dda043015aca,7323,3.83E-05,0.025684916,573432.293,3236.691181
301,301,Los Angeles,A,A19, ,b8cd36f9a027774e,7348,9.68E-05,0.042688265,1448880.758,5055.3931
302,302,Los Angeles,C,C77, ,148f294553109ccf,893,7.87E-05,0.039874977,1177675.934,5001.492018
303,303,Los Angeles,C,C83, ,535cb7b733709515,7200,0.000147611,0.052384238,2209032.992,6447.915986
304,304,Los Angeles,A,A38, ,2855a11786101abf,7310,9.14E-05,0.065373706,1368126.438,8025.376693
305,305,Los Angeles,C,C152, ,322f31bd224ddc0a,882,0.000106388,0.074327768,1586935.156,8590.979749
306,306,Los Angeles,B,B106, ,8424a061d3c30dbd,7045,6.16E-05,0.034557003,920298.2578,4149.105779
307,307,Los Angeles,C,C85, ,a480e49bd36dd365,7205,6.78E-05,0.046673943,1013913.406,5463.871126
308,308,Los Angeles,C,C31, ,4cfa0c67559cb9eb,7345,0.000168816,0.065832186,2527446.613,8237.480231
309,309,Los Angeles,A,A37, ,b9f8c44dd9d311e1,7224,0.000694663,0.120235684,10393601.73,14591.77475
310,310,Los Angeles,D,D11, ,f22e9953d57f66ba,7182,4.90E-05,0.037355204,733506.5547,4532.829275
311,311,Los Angeles,B,B114, ,c1cb3782d4a351a5,7037,7.16E-05,0.035209892,1067908.281,4285.877562
312,312,Los Angeles,C,C151, ,233e1214c0836a8a,7084,6.61E-05,0.033638668,986451.3633,4075.95803
313,313,Los Angeles,C,C38, ,50031934e09c0b9c,7235,4.03E-05,0.043574376,603462.3555,5027.717007
314,314,Los Angeles,D,D59, ,502f7b363cc865a,7390,0.00029907,0.108035197,4463210.285,13362.63738
315,315,Los Angeles,C,C46, ,bbfd52eba36eeaa6,7339,0.000835162,0.183815218,12499705,22064.76517
316,316,Los Angeles,C,C40, ,6cca7c1e37248956,7262,0.000209785,0.081850321,3138879.742,9798.728603
317,317,Los Angeles,B,B103, ,bc5b4cbbdb916f47,6678,0.000168251,0.073692333,2515030.453,8584.567905
318,318,Los Angeles,C,C109, ,d871962c104595f1,7143,0.000122152,0.055196207,1826982.309,6459.429577
319,319,Los Angeles,A,A21, ,b0f2145f02066b30,7324,6.79E-05,0.036530802,1016099.547,4307.900703
320,320,Los Angeles,C,C145, ,ba8e713da65e1298,7123,0.000243827,0.169060572,3641269.309,20201.64019
321,321,Los Angeles,A,A51, ,89917419f698178b,7107,0.000118071,0.052403426,1764155.773,6368.292793
